,samples,proportion ebryonal_carcinoma,proportion non_embryonal_non_seminoma,train_fold_length,comment
709,"['TCGA-2G-AAGJ-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAL5-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAL7-01', 'TCGA-2G-AALP-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAGX-01', 'TCGA-XE-AAOC-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAGE-01', 'TCGA-2G-AAGO-01', 'TCGA-2G-AAFM-01', 'TCGA-2G-AAGA-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAFO-01', 'TCGA-W4-A7U4-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAKL-01', 'TCGA-XY-A8S2-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAGZ-01']",0.4444444444444444,0.5555555555555556,27,stratified leave-ten-out-cv fold
710,"['TCGA-XE-A8H1-01', 'TCGA-2G-AAGZ-01', 'TCGA-2G-AAFY-01', 'TCGA-2G-AAKL-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAL7-01', 'TCGA-2G-AAGX-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAGA-01', 'TCGA-2G-AAFO-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAGE-01', 'TCGA-2G-AAFL-01', 'TCGA-2G-AAGJ-01', 'TCGA-YU-A90P-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAGO-01', 'TCGA-2G-AAGC-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AALP-01', 'TCGA-XY-A8S2-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAFM-01']",0.5185185185185185,0.48148148148148145,27,stratified leave-ten-out-cv fold
711,"['TCGA-XE-A8H1-01', 'TCGA-2G-AAFO-01', 'TCGA-2G-AAGA-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAL7-01', 'TCGA-2G-AAGO-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAKL-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAGV-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAGN-01', 'TCGA-2G-AALP-01', 'TCGA-W4-A7U4-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAFM-01', 'TCGA-SN-A84W-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAL5-01', 'TCGA-XE-AAOJ-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGE-01', 'TCGA-2G-AAGZ-01', 'TCGA-XE-AAOC-01']",0.4444444444444444,0.5555555555555556,27,stratified leave-ten-out-cv fold
712,"['TCGA-2G-AAGN-01', 'TCGA-2G-AAFO-01', 'TCGA-2G-AAKL-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAGV-01', 'TCGA-XY-A8S2-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGA-01', 'TCGA-2G-AAFL-01', 'TCGA-2G-AAFY-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAFN-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAGO-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAFJ-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAL7-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AALP-01', 'TCGA-XE-AAOJ-01', 'TCGA-XE-A8H1-01', 'TCGA-2G-AAG8-01', 'TCGA-2G-AAGJ-01', 'TCGA-YU-AA4L-01']",0.5185185185185185,0.48148148148148145,27,stratified leave-ten-out-cv fold
713,"['TCGA-2G-AALP-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAGZ-01', 'TCGA-2G-AAGJ-01', 'TCGA-2G-AAGV-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAFY-01', 'TCGA-2G-AAGA-01', 'TCGA-2G-AAL7-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAGC-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAFO-01', 'TCGA-XE-A8H1-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAGY-01', 'TCGA-YU-A94D-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAFM-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAGE-01', 'TCGA-2G-AAFN-01', 'TCGA-2G-AAG8-01', 'TCGA-2G-AAFL-01', 'TCGA-W4-A7U4-01']",0.5185185185185185,0.48148148148148145,27,stratified leave-ten-out-cv fold
714,"['TCGA-SN-A84W-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAGZ-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAGJ-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAG8-01', 'TCGA-XE-A8H1-01', 'TCGA-W4-A7U4-01', 'TCGA-2G-AAFN-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAKL-01', 'TCGA-2G-AAFM-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAFY-01', 'TCGA-XY-A8S2-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AAGA-01', 'TCGA-2G-AAFO-01', 'TCGA-YU-A90P-01', 'TCGA-XE-AAOB-01', 'TCGA-YU-A94D-01']",0.48148148148148145,0.5185185185185185,27,stratified leave-ten-out-cv fold
715,"['TCGA-2G-AAFM-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAGA-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAL7-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGJ-01', 'TCGA-XE-A8H1-01', 'TCGA-YU-A94I-01', 'TCGA-XY-A8S2-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AALP-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAGN-01', 'TCGA-2G-AAGC-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAFN-01', 'TCGA-2G-AAFO-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAGZ-01', 'TCGA-2G-AAFL-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAKL-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAL5-01']",0.48148148148148145,0.5185185185185185,27,stratified leave-ten-out-cv fold
716,"['TCGA-YU-A94D-01', 'TCGA-2G-AAGE-01', 'TCGA-2G-AAFY-01', 'TCGA-W4-A7U4-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAFM-01', 'TCGA-2G-AAGT-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAFN-01', 'TCGA-2G-AAFJ-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAGZ-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAGJ-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAFO-01', 'TCGA-XY-A8S2-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAL5-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAGO-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAGX-01']",0.4074074074074074,0.5925925925925926,27,stratified leave-ten-out-cv fold
717,"['TCGA-XE-AAOC-01', 'TCGA-2G-AAFY-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAFO-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAGO-01', 'TCGA-W4-A7U4-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAGZ-01', 'TCGA-2G-AAFL-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAFJ-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGE-01', 'TCGA-2G-AAGJ-01', 'TCGA-2G-AAKL-01', 'TCGA-2G-AAGN-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAG5-01', 'TCGA-XE-A8H1-01', 'TCGA-2G-AAFM-01', 'TCGA-XE-AAOB-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAG8-01', 'TCGA-2G-AAFV-01']",0.5185185185185185,0.48148148148148145,27,stratified leave-ten-out-cv fold
718,"['TCGA-2G-AAGA-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAGE-01', 'TCGA-2G-AAL7-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAG5-01', 'TCGA-YU-A94D-01', 'TCGA-SN-A84W-01', 'TCGA-YU-AA4L-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAGV-01', 'TCGA-YU-A94I-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAFL-01', 'TCGA-XY-A8S2-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAFN-01', 'TCGA-2G-AAG8-01', 'TCGA-2G-AAGJ-01', 'TCGA-2G-AAGO-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAFM-01', 'TCGA-2G-AAKL-01', 'TCGA-2G-AAFO-01', 'TCGA-2G-AAGN-01', 'TCGA-2G-AAH2-01']",0.5185185185185185,0.48148148148148145,27,stratified leave-ten-out-cv fold
719,"['TCGA-2G-AAGZ-01', 'TCGA-2G-AAFJ-01', 'TCGA-XE-AAOJ-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAKL-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAGJ-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAFL-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAFY-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAGN-01', 'TCGA-2G-AAGA-01', 'TCGA-2G-AAGX-01', 'TCGA-YU-A90P-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAL7-01', 'TCGA-2G-AALP-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAH2-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAGO-01', 'TCGA-2G-AAFN-01', 'TCGA-XE-A8H1-01', 'TCGA-SN-A84W-01']",0.4444444444444444,0.5555555555555556,27,stratified leave-ten-out-cv fold
720,"['TCGA-2G-AAGW-01', 'TCGA-2G-AAG8-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAGC-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAFM-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAKL-01', 'TCGA-2G-AAGJ-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAFV-01', 'TCGA-XE-AAOJ-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAGA-01', 'TCGA-2G-AAGN-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAGO-01', 'TCGA-2G-AAL5-01', 'TCGA-XE-AAOC-01', 'TCGA-YU-A94I-01', 'TCGA-W4-A7U4-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAL7-01', 'TCGA-2G-AAGE-01']",0.4074074074074074,0.5925925925925926,27,stratified leave-ten-out-cv fold
721,"['TCGA-2G-AAGA-01', 'TCGA-W4-A7U4-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAGJ-01', 'TCGA-2G-AAGN-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAL7-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAGZ-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAG8-01', 'TCGA-2G-AAGE-01', 'TCGA-2G-AAH2-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAGC-01', 'TCGA-XE-A8H1-01', 'TCGA-XE-AAOJ-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAFV-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAFL-01', 'TCGA-2G-AAFN-01', 'TCGA-2G-AAGX-01', 'TCGA-XY-A8S2-01']",0.48148148148148145,0.5185185185185185,27,stratified leave-ten-out-cv fold
722,"['TCGA-XE-A8H1-01', 'TCGA-2G-AAGC-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAFJ-01', 'TCGA-W4-A7U4-01', 'TCGA-2G-AAFY-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AAFL-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAFN-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAL5-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGO-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAG8-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAGE-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAL7-01', 'TCGA-2G-AAGN-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAKL-01', 'TCGA-2G-AAFM-01']",0.4444444444444444,0.5555555555555556,27,stratified leave-ten-out-cv fold
723,"['TCGA-2G-AAG8-01', 'TCGA-2G-AAGN-01', 'TCGA-2G-AAGV-01', 'TCGA-XE-AAOB-01', 'TCGA-W4-A7U4-01', 'TCGA-2G-AAGO-01', 'TCGA-XE-AAOJ-01', 'TCGA-XE-A8H1-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAGZ-01', 'TCGA-2G-AAFM-01', 'TCGA-XY-A8S2-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAGA-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAG5-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAH2-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAGE-01', 'TCGA-2G-AAFO-01', 'TCGA-2G-AAL7-01', 'TCGA-2G-AAL5-01']",0.48148148148148145,0.5185185185185185,27,stratified leave-ten-out-cv fold
724,"['TCGA-W4-A7U4-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AAKL-01', 'TCGA-2G-AAGA-01', 'TCGA-2G-AAFV-01', 'TCGA-XY-A8S2-01', 'TCGA-2G-AAFN-01', 'TCGA-2G-AAGZ-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAGJ-01', 'TCGA-2G-AAFY-01', 'TCGA-2G-AAL7-01', 'TCGA-XE-AAOC-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAGE-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGY-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAFM-01', 'TCGA-2G-AAFL-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAFO-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAGN-01', 'TCGA-SN-A84W-01']",0.5185185185185185,0.48148148148148145,27,stratified leave-ten-out-cv fold
725,"['TCGA-2G-AAGE-01', 'TCGA-2G-AAFY-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAG8-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAGW-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AALP-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAGN-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAGJ-01', 'TCGA-XE-AAOB-01', 'TCGA-YU-AA4L-01', 'TCGA-XE-A8H1-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAFO-01', 'TCGA-2G-AAL7-01', 'TCGA-2G-AAFN-01', 'TCGA-2G-AAKL-01', 'TCGA-2G-AAFL-01', 'TCGA-2G-AAGO-01', 'TCGA-W4-A7U4-01']",0.48148148148148145,0.5185185185185185,27,stratified leave-ten-out-cv fold
726,"['TCGA-2G-AAGA-01', 'TCGA-2G-AAKL-01', 'TCGA-XE-AAOC-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAFN-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAGO-01', 'TCGA-2G-AAG8-01', 'TCGA-2G-AAFJ-01', 'TCGA-XE-AAOB-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAFV-01', 'TCGA-XY-A8S2-01', 'TCGA-2G-AAFL-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAGY-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAL7-01', 'TCGA-XE-A8H1-01', 'TCGA-2G-AAFY-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAGZ-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAGX-01', 'TCGA-YU-A90P-01']",0.4444444444444444,0.5555555555555556,27,stratified leave-ten-out-cv fold
727,"['TCGA-2G-AAL5-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAL7-01', 'TCGA-2G-AAGV-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAGZ-01', 'TCGA-2G-AAFY-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAGA-01', 'TCGA-2G-AAGW-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAGX-01', 'TCGA-W4-A7U4-01', 'TCGA-2G-AAGY-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AALP-01', 'TCGA-YU-AA4L-01', 'TCGA-XY-A8S2-01', 'TCGA-2G-AAFL-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAFO-01', 'TCGA-2G-AAH2-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAG8-01', 'TCGA-2G-AAKL-01', 'TCGA-2G-AAGT-01']",0.37037037037037035,0.6296296296296297,27,stratified leave-ten-out-cv fold
728,"['TCGA-2G-AAGW-01', 'TCGA-XE-AAOJ-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAFM-01', 'TCGA-XE-A8H1-01', 'TCGA-2G-AAGE-01', 'TCGA-2G-AAL7-01', 'TCGA-2G-AAGJ-01', 'TCGA-2G-AAGZ-01', 'TCGA-2G-AAFO-01', 'TCGA-2G-AAGT-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAFY-01', 'TCGA-YU-A94I-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AAKL-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAG5-01', 'TCGA-YU-A94D-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAFN-01', 'TCGA-2G-AAFJ-01']",0.37037037037037035,0.6296296296296297,27,stratified leave-ten-out-cv fold
729,"['TCGA-2G-AAGE-01', 'TCGA-2G-AAGA-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAFV-01', 'TCGA-XY-A8S2-01', 'TCGA-2G-AAFJ-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAGY-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAG5-01', 'TCGA-W4-A7U4-01', 'TCGA-2G-AAFO-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAGZ-01', 'TCGA-2G-AAGN-01', 'TCGA-2G-AAGW-01', 'TCGA-XE-A8H1-01', 'TCGA-2G-AAG8-01', 'TCGA-2G-AAFY-01', 'TCGA-2G-AAFL-01', 'TCGA-SN-A84W-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAGO-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AAKL-01']",0.5185185185185185,0.48148148148148145,27,stratified leave-ten-out-cv fold
730,"['TCGA-XE-AAOB-01', 'TCGA-2G-AAKL-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAL7-01', 'TCGA-2G-AAGN-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGE-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AAFL-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAG8-01', 'TCGA-2G-AAGA-01', 'TCGA-2G-AAFN-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAFM-01', 'TCGA-XY-A8S2-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAGJ-01', 'TCGA-XE-AAOJ-01', 'TCGA-YU-AA4L-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAFO-01', 'TCGA-2G-AAGT-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAFY-01', 'TCGA-W4-A7U4-01']",0.5185185185185185,0.48148148148148145,27,stratified leave-ten-out-cv fold
731,"['TCGA-2G-AAL7-01', 'TCGA-2G-AAGE-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAFM-01', 'TCGA-2G-AAGT-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAFL-01', 'TCGA-YU-A94D-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAGO-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAFY-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGJ-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAFN-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAG5-01', 'TCGA-XE-AAOC-01', 'TCGA-XE-A8H1-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAGC-01']",0.37037037037037035,0.6296296296296297,27,stratified leave-ten-out-cv fold
732,"['TCGA-XY-A8S2-01', 'TCGA-2G-AAGZ-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAFY-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAGX-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAFM-01', 'TCGA-2G-AAH2-01', 'TCGA-W4-A7U4-01', 'TCGA-2G-AALP-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAFN-01', 'TCGA-2G-AAFV-01', 'TCGA-XE-A8H1-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAFL-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAL7-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAGJ-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAGN-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAKL-01']",0.48148148148148145,0.5185185185185185,27,stratified leave-ten-out-cv fold
733,"['TCGA-W4-A7U4-01', 'TCGA-2G-AAFL-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAGT-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AALP-01', 'TCGA-XE-A8H1-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGO-01', 'TCGA-2G-AAL5-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAKL-01', 'TCGA-2G-AAGJ-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAL7-01', 'TCGA-2G-AAGE-01', 'TCGA-2G-AAFY-01', 'TCGA-2G-AAGW-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAFO-01', 'TCGA-2G-AAGY-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAFM-01', 'TCGA-2G-AAG8-01', 'TCGA-2G-AAGA-01']",0.5185185185185185,0.48148148148148145,27,stratified leave-ten-out-cv fold
734,"['TCGA-2G-AAGO-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAL7-01', 'TCGA-2G-AAFV-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAGZ-01', 'TCGA-2G-AAGA-01', 'TCGA-XY-A8S2-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAFN-01', 'TCGA-2G-AAFL-01', 'TCGA-XE-A8H1-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAFO-01', 'TCGA-W4-A7U4-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAKL-01', 'TCGA-2G-AAG8-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAFY-01', 'TCGA-2G-AAGX-01', 'TCGA-YU-A90P-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAGJ-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAGN-01', 'TCGA-2G-AAGY-01']",0.5925925925925926,0.4074074074074074,27,stratified leave-ten-out-cv fold
735,"['TCGA-2G-AAGC-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAL7-01', 'TCGA-XY-A8S2-01', 'TCGA-2G-AAG5-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAGZ-01', 'TCGA-SN-A84W-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAGN-01', 'TCGA-2G-AAGO-01', 'TCGA-2G-AAFL-01', 'TCGA-2G-AAFO-01', 'TCGA-XE-A8H1-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAGJ-01', 'TCGA-2G-AAKL-01', 'TCGA-2G-AAFY-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAFJ-01', 'TCGA-W4-A7U4-01', 'TCGA-2G-AAFN-01', 'TCGA-YU-A94D-01', 'TCGA-XE-AAOC-01']",0.48148148148148145,0.5185185185185185,27,stratified leave-ten-out-cv fold
736,"['TCGA-YU-A94I-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAFN-01', 'TCGA-2G-AAGZ-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAL7-01', 'TCGA-2G-AAFL-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAG8-01', 'TCGA-2G-AAFO-01', 'TCGA-2G-AAGW-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAH2-01', 'TCGA-XY-A8S2-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AAL5-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAKL-01', 'TCGA-2G-AAFM-01', 'TCGA-2G-AAFY-01', 'TCGA-2G-AAGO-01', 'TCGA-2G-AAGJ-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAFV-01']",0.48148148148148145,0.5185185185185185,27,stratified leave-ten-out-cv fold
